,stock,from,to,from_w,to_w,cash,price
2015-11-04 13:48:03,SZ002279,0,1.0742,0,20.0,4.24219015,50.58
2015-11-04 13:19:49,SZ300037,0.79737972,0.0,15.8,0.0,5.31639048,38.08
2015-11-03 10:47:46,SZ300037,0,0.7974,0,15.0,4.46799093,35.79
2015-11-02 10:45:11,SZ300004,0.85096886,0.0532,16.0,1.0,5.26537065,25.71
2015-11-02 10:40:50,SZ300004,1.32606579,0.851,26.05,16.0,4.46758729,25.71
2015-10-30 14:26:56,SZ002189,1.34679849,0.7942,25.62,15.0,3.12366773,26.4
2015-10-30 13:41:01,SZ300004,0,1.3196,0,25.0,2.56133981,24.49
2015-10-30 13:01:13,SZ000627,1.25840717,0.0,27.09,0.0,3.88093962,11.79
2015-10-29 13:14:04,SZ000627,0,1.2584,0,25.0,2.44328259,10.32
2015-10-29 11:26:17,SZ002189,0,1.2507,0,25.0,3.70168976,24.34
2015-10-29 11:04:51,SH600807,0.50065196,0.05,9.93,1.0,4.95239846,13.33
2015-10-29 10:45:09,SH600807,0.76630727,0.5007,14.78,10.0,4.50586825,13.44
2015-10-28 14:34:02,SZ300221,0,0.8105,0,16.0,3.43889803,11.43
2015-10-28 14:18:54,SH600807,0,0.7586,0,15.0,4.24937601,13.78
2015-10-28 11:19:17,SZ300231,0.75968183,0.0506,14.9,1.0,5.00797617,22.67
2015-10-28 11:15:06,SZ300231,1.46609719,0.7597,29.13,15.0,4.30486431,22.85
2015-10-28 10:41:03,SZ300231,1.71473605,1.4661,34.16,29.0,3.58941093,22.71
2015-10-28 10:33:47,SZ300231,2.02752819,1.7147,40.15,34.0,3.32860543,22.55
2015-10-28 10:33:37,SH600877,0.80186332,0.0,15.68,0.0,3.01850708,9.0
2015-10-28 09:46:36,SZ002242,0.76601089,0.0,15.36,0.0,2.22719459,27.25
2015-10-28 09:38:17,SZ002181,1.29026365,0.0,27.03,0.0,1.44977199,13.09
2015-10-27 14:10:06,SZ002242,0,0.7349,0,15.0,0.08219699,25.76
2015-10-27 13:37:01,SH600877,0,0.7869,0,16.0,0.81711098,8.95
2015-10-27 10:49:43,SZ002181,0,1.2119,0,26.0,1.60402728,11.6
2015-10-27 10:26:20,SZ300231,1.51274122,1.8004,31.89,39.0,2.81593484,20.05
2015-10-27 10:22:21,SZ002594,1.29923302,0.0,27.37,0.0,3.14393399,67.05
2015-10-26 14:37:10,SZ300231,0,1.49,0,32.0,1.82052102,20.29
2015-10-26 11:18:11,SZ002594,0,1.3055,0,28.0,3.31049769,68.68
2015-10-26 10:06:57,SH600807,0.56078046,0.0,11.83,0.0,4.61600353,13.02
2015-10-26 09:58:04,SZ000705,1.1413874,0.7944,24.09,17.0,3.31795153,12.99
2015-10-26 09:38:35,SZ002168,1.03286023,0.0,21.87,0.0,2.32834092,10.69
2015-10-26 09:31:38,SZ002168,1.59437629,1.0329,34.25,22.0,1.30315282,10.77
2015-10-23 14:26:00,SH600807,0,1.1574,0,25.0,0.68124305,12.57
2015-10-23 14:01:49,SZ002168,0,1.5675,0,34.0,1.83859688,10.5
2015-10-23 13:22:16,SZ000705,0,1.1509,0,25.0,3.40610166,13.28
2015-10-23 11:01:02,SZ002230,0.92230986,0.046,19.85,1.0,4.55702228,38.71
2015-10-23 10:41:17,SZ002230,1.39513434,0.9223,30.2,20.0,3.68924124,39.07
2015-10-23 10:39:10,SZ002256,0.55265654,0.0,12.19,0.0,3.21891189,20.82
2015-10-23 10:36:05,SZ002256,1.2017909,0.5527,26.3,12.0,2.65625618,20.45
2015-10-23 10:32:50,SZ002494,0.04610061,0.0,1.09,0.0,1.99764491,15.5
2015-10-22 14:34:00,SZ002256,0,1.1278,0,25.0,0.85379643,19.04
2015-10-22 14:17:28,SZ002230,0,1.3759,0,31.0,1.98154895,38.6
2015-10-22 11:05:40,SZ300231,0,1.0747,0,24.0,3.35743514,19.41
2015-10-22 10:41:19,SZ002494,0.2237946,0.0448,5.02,1.0,4.43210239,13.78
2015-10-22 10:32:30,SZ002494,0.5372477,0.2238,11.98,5.0,4.2520977,13.72
2015-10-22 10:26:55,SZ002494,0.80481027,0.5372,18.11,12.0,3.93981678,13.75
2015-10-22 09:53:13,SZ002494,1.0430317,0.8048,23.31,18.0,3.66635816,13.65
2015-10-22 09:52:46,SZ300333,1.31166055,0.2236,29.28,5.0,3.20577677,26.95
2015-10-21 14:56:57,SZ002432,0.45959048,0.0,10.09,0.0,2.11968153,17.5
2015-10-21 14:14:40,SZ300333,0,1.3787,0,30.0,1.66935491,28.37
2015-10-21 13:51:38,SZ002432,0.99789782,0.458,20.98,10.0,3.04808073,17.8
2015-10-21 13:11:02,SZ002230,1.20283604,0.0,25.65,0.0,2.5449486,37.91
2015-10-21 10:03:52,SZ002494,0,1.1644,0,25.0,1.34496139,15.25
2015-10-20 14:29:11,SZ300114,1.03309416,0.0,22.48,0.0,2.50940015,35.8
2015-10-20 14:19:12,SZ300287,0.41191873,0.0,9.06,0.0,1.48204541,19.3
2015-10-20 13:56:14,SZ300287,1.0989319,0.4119,23.99,9.0,1.06711684,19.16
2015-10-20 13:55:11,SZ300287,1.44873493,1.0989,31.82,24.0,0.38124958,19.18
2015-10-20 13:38:31,SZ002432,0,0.9131,0,20.0,0.02308993,16.91
2015-10-20 11:25:45,SZ002230,0,1.1237,0,25.0,0.93620963,35.5
2015-10-19 14:01:05,SZ000702,0.94794379,0.0,21.05,0.0,2.05991172,12.25
2015-10-19 13:47:53,SZ300287,0.9008384,1.3971,19.91,31.0,0.29915704,18.39
2015-10-19 13:41:39,SZ300114,0,1.036,0,23.0,0.79881039,36.1
2015-10-19 13:25:00,SZ300231,0.53514326,0.0,11.4,0.0,2.73561265,18.11
2015-10-16 14:56:13,SZ000702,0,1.3683,0,30.0,1.28846586,12.48
2015-10-16 14:42:30,SZ300002,1.01835453,0.0,22.48,0.0,2.65676432,12.58
2015-10-16 14:29:33,SZ002256,0,1.3618,0,30.0,1.63271157,18.6
2015-10-16 14:02:16,SZ300159,0.68096788,0.0,15.0,0.0,2.99447783,19.5
2015-10-16 14:01:58,SZ300159,1.1793357,0.681,29.21,15.0,2.31350995,19.5
2015-10-16 11:28:30,SZ300159,1.48439138,1.1793,34.06,27.0,1.66823525,17.34
2015-10-16 11:27:30,SZ300159,2.01512908,1.4844,46.05,34.0,1.35974746,17.3
2015-10-15 13:58:19,SZ300231,1.289493,0.5267,29.51,12.0,0.83365827,18.65
2015-10-15 13:52:35,SZ300002,0,1.0013,0,23.0,0.02081888,12.3
2015-10-15 13:41:59,SZ300159,2.32244744,2.0058,56.06,45.9,1.02207873,17.26
2015-10-15 10:31:43,SZ300159,0.42300908,2.3224,9.97,55.0,0.57770035,16.36
2015-10-15 10:26:44,SZ300159,0.88846217,0.423,21.12,10.0,2.47894094,16.43
2015-10-15 10:12:44,SZ300159,1.26233436,0.8885,29.98,21.0,2.00859424,16.34
2015-10-15 10:01:53,SZ000070,1.30763247,0.0,30.6,0.0,1.6285113,24.48
2015-10-14 10:12:51,SZ000070,0,1.3076,0,31.0,0.33931103,24.83
2015-10-13 13:46:38,SZ300231,0,1.2548,0,30.0,1.6469435,18.07
2015-10-13 11:21:47,SZ300159,1.05592702,1.2616,25.22,30.0,2.90171671,16.25
2015-10-13 10:49:16,SZ002325,0.42145909,0.0,10.0,0.0,3.10277942,12.74
2015-10-13 10:40:51,SZ002023,1.26558381,0.8008,29.9,19.0,1.88703066,18.61
2015-10-13 10:35:18,SZ002325,1.80196199,0.9289,43.87,22.0,0.92378646,12.83
2015-10-13 10:01:11,SZ300159,0,1.0363,0,25.0,0.00021775,15.88
2015-10-12 14:33:10,SZ002325,1.31000248,1.8048,32.14,44.0,1.0365664,12.5
2015-10-12 14:13:25,SZ002325,0,1.31,0,32.0,1.52297565,12.42
2015-10-12 13:13:55,SZ002023,0,1.2324,0,30.0,2.83297813,18.2
2015-10-12 10:29:50,SZ000558,0.41054249,0.0411,10.02,1.0,4.06538184,20.18
2015-10-12 10:19:10,SH601166,0.03920064,0.0,0.96,0.0,3.6948839,15.04
2015-10-12 10:17:07,SZ000558,1.68753307,0.9037,40.88,22.0,3.16475814,20.18
2015-10-12 10:06:44,SZ000558,2.01774346,1.6875,48.97,41.0,2.38922682,20.28
2015-10-12 10:02:57,SZ000558,2.50762614,2.0177,61.05,49.0,2.06100435,20.3
2015-10-12 10:01:33,SZ002230,1.00459832,0.0,24.95,0.0,1.56493,31.15
2015-10-09 14:49:11,SZ002230,0,1.0046,0,25.0,0.53892221,30.5
2015-10-09 14:15:51,SZ000558,1.69477568,2.3739,43.22,60.0,1.54352053,19.17
2015-10-09 14:03:10,SZ000558,1.41643634,1.6948,36.11,43.0,2.20746715,19.0
2015-10-09 13:57:49,SZ000558,0.78766571,1.4164,19.92,36.0,2.47906512,18.91
2015-10-09 13:50:25,SZ000558,0,0.7877,0,20.0,3.1115668,19.0
2015-10-09 09:55:22,SZ002439,1.2127009,0.0,31.45,0.0,3.89923251,28.0
2015-10-08 14:33:31,SZ002439,0,1.2127,0,31.0,2.66042823,27.41
2015-10-08 09:30:50,SH601166,0.79256034,0.0391,20.29,1.0,3.87312913,15.0
2015-10-08 09:30:32,SH600000,0.03869532,0.0,1.02,0.0,3.11863303,16.71
2015-09-30 10:20:51,SH600030,0.76346099,1.1094,20.15,29.0,1.91298443,13.83
2015-09-30 10:19:50,SH601166,0,0.7635,0,20.0,2.2517121,14.43
2015-09-30 09:43:35,SH600000,0.22900808,0.0382,6.0,1.0,3.77863408,15.92
2015-09-30 09:39:39,SH600000,0.53444604,0.229,13.98,6.0,3.58779388,15.92
2015-09-30 09:38:02,SH600000,0.99248667,0.5344,25.98,14.0,3.28302649,15.94
2015-09-30 09:35:55,SH600872,0.26736603,0.0,7.0,0.0,2.82560811,15.09
2015-09-30 09:35:24,SH600872,0.57138752,0.2674,14.94,7.0,2.55841914,15.1
2015-09-29 14:59:58,SH600000,1.93803382,0.9931,51.12,26.0,2.25515346,15.96
2015-09-29 14:41:29,SH600872,0.4557315,0.5706,12.18,15.0,1.29554649,15.1
2015-09-29 14:39:54,SH600872,0,0.4557,0,12.0,1.40277445,14.85
2015-09-29 14:38:08,SH600000,1.78264848,1.9344,47.0,51.0,1.85850595,15.81
2015-09-29 14:17:32,SH600000,1.55305611,1.7826,41.08,47.0,2.01022076,15.81
2015-09-29 14:16:21,SH600000,1.13508111,1.5531,30.08,41.0,2.23488591,15.76
2015-09-29 14:12:58,SH600000,0.97317575,1.1351,25.57,30.0,2.64852302,15.7
2015-09-29 10:58:39,SZ300208,0.57244613,0.0,15.05,0.0,2.81597529,17.22
2015-09-29 10:51:17,SH600873,0.03587914,0.0,0.94,0.0,2.24584675,7.03
2015-09-29 10:46:31,SZ300245,0.80753276,0.3031,21.31,8.0,1.90698228,23.2
2015-09-29 10:46:16,SZ300208,1.6206772,0.5681,40.45,15.0,1.40288456,17.16
2015-09-28 14:36:04,SZ300208,1.00059941,1.6207,25.86,42.0,0.06038174,18.15
2015-09-28 10:48:39,SZ300208,0,1.0006,0,26.0,1.06908394,18.2
2015-09-28 10:21:43,SZ300245,0,0.7654,0,20.0,2.06968335,22.0
2015-09-25 14:52:30,SH600000,0,0.9572,0,25.0,2.83511725,15.53
2015-09-25 10:14:14,SZ002410,1.10839673,0.0,29.14,0.0,3.79226857,14.75
2015-09-24 14:43:34,SZ002410,0.57217323,1.1084,15.17,29.0,2.67630599,14.65
2015-09-24 14:29:53,SZ002410,0.38164208,0.5722,9.96,15.0,3.2050113,14.46
2015-09-24 14:01:14,SZ002410,0,0.3816,0,10.0,3.39711948,14.52
2015-09-24 10:18:55,SH600873,1.03205999,0.0382,26.97,1.0,3.77876156,7.5
2015-09-23 14:12:28,SH600760,0,0.7583,0,20.0,2.00101596,13.65
2015-09-23 10:31:24,SZ000547,0.03686616,0.0,0.96,0.0,2.75928478,14.21
2015-09-22 14:01:55,SZ002024,0,0.1894,0,5.0,2.54157575,13.3
2015-09-22 13:31:33,SH600873,0.75610559,1.0238,20.24,27.0,2.73102427,7.46
2015-09-22 13:21:39,SH600873,0,0.7561,0,20.0,2.98742827,7.35
2015-09-22 10:16:28,SZ000547,0.74226303,0.0378,20.05,1.0,3.74353386,14.77
2015-09-22 09:50:16,SZ300159,0.41489031,0.0,10.93,0.0,3.02317127,12.8
2015-09-22 09:47:52,SZ300159,0.98118367,0.4149,26.01,11.0,2.61149716,12.9
2015-09-22 09:42:33,SZ300159,1.28129639,0.9812,34.76,26.0,2.0452038,12.9
2015-09-21 14:21:33,SZ000547,0,0.7027,0,19.0,1.71458402,13.69
2015-09-21 14:14:36,SZ300159,1.1079813,1.3016,30.48,35.0,2.41732129,12.8
2015-09-21 13:57:20,SZ300159,0.9103879,1.108,24.75,30.0,2.5852898,12.51
2015-09-21 13:43:17,SH600712,0.2581428,0.0,7.01,0.0,2.77922995,6.43
2015-09-21 13:40:39,SH600712,0.6290425,0.2581,16.98,7.0,2.52068506,6.42
2015-09-21 13:33:18,SZ300088,0.18223528,0.0,4.96,0.0,2.15271114,8.8
2015-09-21 13:32:13,SZ300077,0.91989607,0.0,24.91,0.0,1.96943451,26.84
2015-09-21 13:28:57,SH600712,1.10088699,0.629,29.66,17.0,1.05159026,6.45
2015-09-21 13:27:14,SZ300088,0.33426656,0.1854,9.08,5.0,0.58314882,8.9
2015-09-21 13:23:14,SZ300088,0.73048255,0.3343,20.58,9.0,0.4319728,8.84
2015-09-21 11:15:43,SZ300159,0.72520364,0.906,19.79,24.84,0.00204223,12.4
2015-09-21 11:12:23,SH600712,1.27415366,1.0958,35.1,30.0,0.18633475,6.44
2015-09-21 11:09:01,SZ300159,0,0.7258,0,19.94,5e-08,12.47
2015-09-21 09:32:13,SZ300088,0.71276079,0.7037,9.96,19.92,0.47605015,8.14
2015-09-18 14:38:51,SZ300088,0.51258463,0.7128,14.67,20.0,0.47605015,16.49
2015-09-18 14:30:11,SH600712,1.11016326,1.4414,32.31,41.0,0.66608239,6.19
2015-09-18 11:02:51,SH600712,0,1.1102,0,32.0,0.97158371,6.05
2015-09-17 14:03:06,SZ300077,0,0.8847,0,25.0,2.08174697,25.87
2015-09-17 13:42:09,SZ300088,0,0.5297,0,15.0,2.96642025,16.71
2015-09-17 13:37:41,SZ300104,1.31144774,0.0,36.87,0.0,3.49612273,34.69
2015-09-17 13:29:48,SH601628,0.03350819,0.0354,0.97,1.0,2.19405856,27.36
2015-09-16 14:18:13,SZ002609,0,0.5127,0,15.0,1.64081134,14.68
2015-09-16 10:03:36,SZ300104,0.88054594,1.23,26.65,36.0,2.15347041,32.77
2015-09-16 09:35:33,SZ300104,0,0.8805,0,26.0,2.47291368,31.69
2015-09-15 14:59:31,SZ002580,0.19080469,0.0,5.47,0.0,3.35345962,11.85
2015-09-14 14:50:17,SH601628,1.24866587,1.6941,38.09,51.0,0.14136982,26.06
2015-09-14 14:01:09,SH601628,0.85131293,1.2487,26.94,38.0,0.90952896,25.72
2015-09-14 13:20:39,SH600016,0,0.9455,0,29.0,1.27280184,8.83
2015-09-14 13:10:35,SH601628,0,0.8468,0,26.0,2.21833227,24.6
2015-09-14 11:18:01,SZ002580,0.3592501,0.1956,10.86,6.0,3.06517005,12.52
2015-09-14 11:16:45,SZ002580,0.65460965,0.3593,19.83,11.0,2.90666071,12.7
2015-09-14 11:09:27,SZ002580,1.11489172,0.6546,33.88,20.0,2.61843865,12.84
2015-09-14 10:19:21,SZ002580,1.31460147,1.1149,40.15,34.0,2.1642017,12.91
2015-09-14 10:18:55,SZ002175,0.03316144,0.0,1.03,0.0,1.96245223,30.4
2015-09-11 14:30:49,SZ300104,0,0.4992,0,15.0,1.45960734,37.98
2015-09-11 14:22:20,SZ002580,0.72967235,1.3279,22.07,40.0,1.95880506,13.02
2015-09-11 14:21:41,SZ002580,0.33167482,0.7297,9.99,22.0,2.55417945,12.97
2015-09-11 14:20:36,SZ002580,0,0.3317,0,10.0,2.9524325,12.98
2015-09-11 13:37:09,SZ002175,0.4975917,0.0332,15.0,1.0,3.28410732,30.0
2015-09-11 13:33:41,SZ002175,0.89598745,0.4976,26.97,15.0,2.81968812,30.0
2015-09-11 11:22:33,SZ002175,1.16133006,0.896,35.01,27.0,2.42248542,30.04
2015-09-11 11:04:59,SZ002175,1.40324783,1.1613,42.05,35.0,2.15675608,30.03
2015-09-11 11:03:01,SZ300226,0.03364196,0.0,1.05,0.0,1.59176219,46.21
2015-09-10 10:28:02,SZ000627,0,0.6982,0,21.0,1.21514202,7.64
2015-09-09 14:36:18,SZ002175,0.88679562,1.3535,27.36,41.0,1.91331914,29.13
2015-09-09 14:34:42,SZ002175,0,0.8868,0,27.0,2.36362,28.6
2015-09-09 13:43:24,SH600963,0.16419867,0.0,5.03,0.0,3.25041562,7.38
2015-09-09 13:38:47,SH600963,0.49331315,0.1642,14.88,5.0,3.08509691,7.33
2015-09-09 13:20:22,SH600963,1.12801927,0.4933,33.44,15.0,2.7606489,7.4
2015-09-09 10:51:32,SH600963,1.3238521,1.128,40.11,34.0,2.15418042,7.59
2015-09-09 10:42:24,SH600963,1.5540111,1.3239,51.01,40.0,1.9513338,7.55
2015-09-08 13:43:01,SH600963,1.04656137,1.554,33.0,49.0,1.58701557,6.95
2015-09-08 13:35:22,SH600963,0.82330079,1.0466,26.11,33.0,2.0944653,6.95
2015-09-08 13:21:41,SH600963,0.31633464,0.8233,10.08,26.0,2.31296002,6.91
2015-09-08 13:11:17,SH600963,0,0.3163,0,10.0,2.81715535,6.85
2015-09-07 13:28:54,SZ300226,0.09498038,0.0317,2.97,1.0,3.13348999,41.81
2015-09-07 09:46:07,SZ300226,0.34356566,0.095,11.17,3.0,3.07103839,42.2
2015-09-07 09:39:41,SZ002223,0.62278976,0.0,20.43,0.0,2.81222495,30.52
2015-09-02 11:29:39,SZ002223,0,0.6228,0,20.0,2.16746432,29.48
2015-09-02 10:22:28,SH601628,0.06034821,0.0,1.95,0.0,2.79025408,25.32
2015-09-02 10:22:16,SZ300226,0,0.31,0,10.0,2.72992969,36.98
2015-09-01 14:56:49,SZ002142,1.04107104,0.0,34.25,0.0,3.03996039,12.47
2015-08-31 14:03:42,SZ000027,0,0.9005,0,30.34,5e-08,10.16
2015-08-31 13:52:02,SZ002142,0.67572581,1.036,23.1,35.0,0.87109859,12.16
2015-08-31 13:28:48,SZ002142,0,0.6757,0,23.0,1.22346182,12.02
2015-08-31 13:22:54,SH601628,0,0.9935,0,34.0,1.89918763,24.0
2015-08-31 13:17:14,SZ000836,0.2339223,0.0292,7.93,1.0,2.89272547,15.56
2015-08-31 13:16:31,SZ000836,0.46831911,0.2339,15.91,8.0,2.69010844,15.7
2015-08-31 13:10:41,SZ000836,1.05491608,0.4683,35.93,16.0,2.45867568,15.8
2015-08-31 13:10:19,SZ002583,0.02019953,0.0,0.69,0.0,1.87540652,17.45
2015-08-31 11:01:09,SZ000836,1.69258432,1.4482,57.73,49.0,1.48712143,16.13
2015-08-31 10:56:56,SZ002501,1.21163635,0.0,41.78,0.0,1.22899514,10.62
2015-08-28 14:42:54,SZ000836,0,1.6397,0,57.12,1.1e-07,15.5
2015-08-28 13:58:23,SZ002501,1.02711178,1.2012,36.16,42.0,1.63969117,10.38
2015-08-28 13:58:04,SZ002501,0.73731502,1.0271,26.46,36.0,1.80682691,10.31
2015-08-28 13:13:36,SZ002501,0,0.7373,0,26.0,2.07905111,10.07
2015-08-28 10:22:59,SH600183,0.51138666,0.0,17.95,0.0,2.81636613,8.55
2015-08-28 10:10:27,SH601628,1.27358964,0.483,47.12,17.0,1.82768604,24.87
2015-08-27 14:36:41,SH600183,0,1.4194,0,52.36,8e-08,8.22
2015-08-27 14:23:12,SH601628,0,1.2246,0,46.0,1.41943452,22.75
2015-08-20 10:34:45,SH600545,2.34112707,0.0,99.19,0.0,2.64403994,18.86
2015-08-19 09:57:39,SH600545,0,2.3411,0,99.11,0.00010841,16.7
2015-08-18 10:37:43,SZ002583,2.14569972,0.0236,100.0,1.0,2.34123548,20.5
2015-08-07 09:55:09,SZ002583,1.59495666,2.1457,75.22,100.0,1.8e-07,18.6
2015-08-07 09:46:24,SZ002583,1.20764336,1.595,57.16,75.0,0.53165235,18.38
2015-08-07 09:45:28,SZ002583,0.61402402,1.2076,29.05,57.0,0.91102933,18.26
2015-08-07 09:44:23,SZ002583,0.02115192,0.614,1.1,29.0,1.50330064,18.22
2015-08-05 10:53:32,SZ002583,0.6992647,0.0212,32.88,1.0,2.09405243,16.56
2015-08-05 10:41:06,SH600522,0.6594184,0.0,32.64,0.0,1.41971946,26.69
2015-08-04 10:15:19,SZ002583,0,1.2988,0,66.33,1.2e-07,15.15
2015-07-31 10:02:31,SH600522,0.01938447,0.6397,1.01,33.0,1.29883901,24.69
2015-07-30 13:03:19,SH600466,0.95983596,0.0,50.08,0.0,1.91907847,11.56
2015-07-24 14:53:14,SH600522,0,1.035,0,51.7,0.00706423,26.46
2015-07-23 14:18:57,SZ002050,0,1.0735,0,51.53,4e-08,10.86
2015-07-23 13:48:56,SZ000785,1.00932828,0.0,51.71,0.0,1.0735434,13.04
2015-07-23 09:59:03,SH600466,0,0.9699,0,48.71,1.1e-07,11.55
2015-07-22 14:01:07,SZ000785,0,0.9813,0,50.0,0.96991309,11.92
2015-07-21 13:56:53,SZ002396,1.79687503,0.0,99.4,0.0,1.95125021,26.8
2015-07-20 14:12:00,SZ002396,0,1.7969,0,99.36,2.449e-05,24.68
2015-07-20 10:19:04,SZ002312,1.49991241,0.0,99.36,0.0,1.79689952,35.1
2015-07-15 10:01:37,SZ002312,0,1.4999,0,99.33,7.612e-05,29.3
2015-07-13 10:27:26,SZ300059,1.23845321,0.0,99.34,0.0,1.49998853,55.7
2015-07-07 14:19:40,SZ300059,0,1.2385,0,99.33,5.716e-05,45.99
2015-05-21 13:00:43,SH600980,0.12180443,0.0125,11.78,1.0,1.23851037,24.88
2015-04-03 09:32:31,SZ000570,0,0.1182,0,10.0,0.82373342,10.96
2015-03-23 09:34:25,SH600119,0.10332719,0.0,13.08,0.0,0.95509107,26.06
2015-03-10 14:18:06,SZ002571,0,0.1036,0,10.0,0.08747372,14.46
2015-03-05 13:50:34,SZ002362,0,0.103,0,10.0,0.19106761,22.23
2015-03-05 09:31:34,SZ002655,0,0.1027,0,10.0,0.29409721,10.73
2015-02-09 09:31:27,SZ002139,0,0.0989,0,10.0,0.60212703,15.6
2015-02-03 13:26:49,SZ002394,0,0.1,0,10.0,0.8000001,12.03
