,stock,from,to,from_w,to_w,cash,price
2016-04-13 11:13:32,SZ002526,1.459071,0.0,21.68,0.0,4.06431244,9.06
2016-04-12 13:38:18,SZ002526,0.99538775,1.4591,14.98,22.0,1.24216176,9.0
2016-04-12 13:17:40,SZ002526,0.0,0.9954,0.0,15.0,1.70805207,9.02
2016-04-12 10:02:28,SZ002331,0.0,0.6667,0.0,10.0,2.70343982,19.15
2016-04-11 14:54:06,SZ002474,1.67153461,1.939,25.08,29.0,3.37011738,14.92
2016-04-11 14:43:08,SZ002474,0.0,1.6715,0.0,25.0,3.29934827,14.87
2016-04-11 13:40:52,SZ002568,0.66990146,0.3346,9.99,5.0,4.97088288,28.23
2016-04-11 11:28:19,SZ002568,1.23963805,0.6699,18.43,10.0,4.63722828,28.3
2016-04-11 10:57:09,SH601555,0.0,0.6711,0.0,10.0,4.07272591,13.57
2016-04-11 09:55:54,SH601628,1.48669779,0.0,22.22,0.0,4.74379389,23.38
2016-04-11 09:47:39,SZ300010,1.87429716,0.0,29.77,0.0,3.24942612,23.6
2016-04-08 13:25:42,SZ300010,1.41738018,1.8743,22.12,29.0,0.26093394,22.18
2016-04-08 13:20:30,SZ300010,0.0,1.4174,0.0,22.0,0.70560434,21.99
2016-04-07 13:48:32,SZ002568,0.0,1.2475,0.0,19.0,2.12298452,28.6
2016-04-07 10:31:11,SZ300047,1.1368009,0.0,16.77,0.0,3.3704739,18.51
2016-04-05 13:29:03,SZ300047,0.0,1.1368,0.0,17.0,2.26821173,19.09
2016-04-05 13:19:52,SZ000750,0.0,1.0024,0.0,15.0,3.40501263,12.28
2016-04-01 14:49:31,SZ002526,1.64412151,0.0,24.65,0.0,4.40737462,8.17
2016-04-01 13:45:48,SH600016,0.0,0.7345,0.0,11.0,2.76123825,9.15
2016-04-01 13:42:13,SH601628,0.99959261,1.5353,15.08,23.0,3.49571085,24.02
2016-04-01 13:37:58,SH601628,0.0,0.9996,0.0,15.0,4.02426758,23.85
2016-04-01 10:36:28,SH600678,0.66562189,0.0,9.82,0.0,5.02386019,13.48
2016-04-01 09:33:29,SH600821,1.21438245,0.0,18.46,0.0,4.36892712,8.57
2016-03-31 14:32:54,SZ002526,1.33391568,1.6703,20.11,25.0,3.12996788,8.29
2016-03-31 14:16:57,SZ002526,0.0,1.3339,0.0,20.0,3.45664204,8.23
2016-03-31 10:51:04,SZ300113,0.87927513,0.0,13.0,0.0,4.79055772,90.85
2016-03-31 10:33:51,SH600678,0.0,0.6715,0.0,10.0,3.91905275,13.82
2016-03-31 09:50:12,SZ000776,1.20294999,0.0,17.78,0.0,4.59050491,16.7
2016-03-31 09:40:49,SZ300383,1.01607588,0.0,15.25,0.0,3.3954267,40.55
2016-03-30 14:26:54,SZ300113,0.0,0.8637,0.0,13.0,2.37507314,90.04
2016-03-30 14:22:40,SZ000776,0.0,1.1951,0.0,18.0,3.23880795,16.7
2016-03-30 13:33:53,SZ300383,0.0,0.9929,0.0,15.0,4.43388616,39.46
2016-03-30 13:30:10,SH600821,0.59476761,1.1913,9.13,18.0,5.42681222,8.24
2016-03-30 10:12:38,SH600821,1.12649726,0.5948,17.03,9.0,6.01376208,8.11
2016-03-30 10:04:54,SH601211,0.06604383,0.0,1.0,0.0,5.48341974,19.45
2016-03-30 10:02:40,SZ000584,1.83079083,0.8604,28.29,13.0,3.84396259,13.12
2016-03-29 14:36:40,SZ000584,2.51496427,1.8308,37.96,28.0,2.83214451,12.83
2016-03-29 13:58:00,SH600821,0.65047137,1.1209,10.01,17.0,2.18085907,8.08
2016-03-29 13:51:48,SZ000584,1.68459298,2.4956,25.75,38.0,2.6415296,12.9
2016-03-29 10:12:07,SZ000831,0.0,0.7221,0.0,11.0,3.44600017,18.06
2016-03-28 14:21:12,SZ000584,0.0,1.6282,0.0,25.0,4.16807906,12.42
2016-03-25 10:33:30,SH601211,0.7171725,0.0651,10.9,1.0,6.44758899,19.18
2016-03-24 11:07:23,SH601211,1.03307541,0.7172,15.8,11.0,5.80257825,19.37
2016-03-24 11:04:49,SZ002587,0.64315353,0.0,9.78,0.0,4.32984623,13.86
2016-03-24 10:40:12,SH601985,1.01670376,0.0,15.38,0.0,3.69129982,7.91
2016-03-24 09:59:36,SZ300052,0.64250339,0.0,9.63,0.0,2.68603398,26.7
2016-03-23 14:48:04,SZ002587,0.0,0.6579,0.0,10.0,2.05464493,14.28
2016-03-23 13:23:34,SZ000970,1.03102338,1.1762,15.42,18.0,2.71254123,11.65
2016-03-22 13:58:00,SH601985,0.0,0.9964,0.0,15.0,2.88104426,7.84
2016-03-22 10:58:15,SZ300052,0.0,0.6619,0.0,10.0,3.87741394,27.99
2016-03-22 10:55:35,SH601211,1.57364119,1.0602,23.0,16.0,4.5393083,19.94
2016-03-21 14:55:31,SZ300168,0.06671385,0.4682,1.0,7.0,2.83663618,28.18
2016-03-21 14:54:50,SZ000970,0.0,1.0033,0.0,15.0,3.23810564,11.6
2016-03-21 10:37:04,SH600109,0.0,0.8018,0.0,12.0,4.24145054,14.98
2016-03-21 09:55:49,SH601211,0.0,1.5263,0.0,23.0,5.04325878,19.97
2016-03-21 09:40:06,SZ300168,0.57390115,0.0664,8.69,1.0,6.56951495,28.01
2016-03-21 09:34:25,SZ300418,1.00966577,0.0,15.06,0.0,6.05929628,33.2
2016-03-21 09:31:14,SZ002673,1.26383725,0.0,18.9,0.0,5.06016353,24.54
2016-03-21 09:31:01,SZ002673,1.69379679,1.2638,28.5,19.0,3.80451308,24.7
2016-03-18 13:33:18,SZ300100,0.89687951,0.0,14.02,0.0,3.17271006,30.42
2016-03-18 13:27:07,SZ300100,1.73918371,0.8969,27.49,14.0,2.27612528,30.43
2016-03-18 11:19:05,SZ300418,0.0,0.9525,0.0,15.0,1.41182807,31.65
2016-03-18 11:11:46,SZ300168,0.0,0.5692,0.0,9.0,2.36431456,27.65
2016-03-18 10:49:28,SZ002673,0.0,1.6393,0.0,26.0,2.93348123,21.36
2016-03-18 09:38:45,SZ002074,1.35853568,0.0,21.75,0.0,4.57278796,37.22
2016-03-17 14:30:45,SH600016,0.60320577,0.0,9.79,0.0,3.20061162,9.25
2016-03-17 14:29:35,SH600563,1.6299099,0.0,26.25,0.0,2.59544314,35.73
2016-03-17 13:52:09,SZ300100,0.0,1.6136,0.0,26.0,0.97325148,27.88
2016-03-17 13:49:10,SZ002074,0.0,1.3604,0.0,22.0,2.58684356,36.9
2016-03-17 10:26:35,SH600016,1.33057194,0.6117,21.82,10.0,3.94722257,9.35
2016-03-17 10:24:10,SZ002563,0.59772918,0.0,9.78,0.0,3.22407851,10.24
2016-03-17 09:30:43,SH600016,2.20287949,1.342,36.0,22.0,2.56490435,9.4
2016-03-16 14:41:04,SH600563,0.0,1.5246,0.0,25.0,1.71102612,33.58
2016-03-16 10:45:38,SH600016,1.51994647,2.1912,25.11,36.0,3.23560479,9.38
2016-03-16 10:38:14,SH600016,0.0,1.5199,0.0,25.0,3.89871216,9.33
2016-03-16 10:24:03,SZ002563,1.47342726,0.6088,23.37,10.0,5.41865863,10.42
2016-03-15 14:12:03,SZ002563,0.0,1.4734,0.0,24.0,4.60458738,10.79
2016-03-15 11:10:13,SZ300418,1.16694845,0.0614,18.97,1.0,6.07801464,28.79
2016-03-15 10:36:54,SZ300418,1.95699442,1.1669,31.81,19.0,4.97488693,28.85
2016-03-15 10:15:12,SZ300101,1.0991761,0.0,19.05,0.0,4.18822677,20.55
2016-03-14 14:54:37,SZ300101,0.0,1.0992,0.0,18.0,3.0178605,19.3
2016-03-14 13:54:35,SZ002299,0.73317848,0.0,11.93,0.0,4.1170366,24.01
2016-03-14 13:53:38,SZ000987,1.55999994,0.0,25.25,0.0,3.38385812,23.11
2016-03-14 13:39:31,SZ002299,1.4090072,0.7402,22.97,12.0,1.83124836,24.24
2016-03-14 13:34:36,SZ300418,1.5217574,2.0315,24.94,33.0,1.15484571,30.0
2016-03-14 11:17:51,SZ300037,1.63028981,0.0,26.45,0.0,1.65075021,41.22
2016-03-14 10:08:55,SZ300418,0.0,1.5202,0.0,25.0,0.02322427,29.7
2016-03-11 14:59:53,SH600016,1.50327835,0.0,25.29,0.0,1.54344609,9.11
2016-03-11 14:43:04,SZ000987,0.0,1.4868,0.0,25.0,0.04016774,22.13
2016-03-11 10:51:33,SZ300037,0.0,1.4763,0.0,25.0,1.5269377,37.39
2016-03-10 14:50:35,SZ002299,0.0,1.4189,0.0,24.0,3.00324034,24.28
2016-03-10 14:47:59,SH601169,1.41200273,0.0,23.79,0.0,4.42218247,10.11
2016-03-10 14:44:43,SH600048,1.72511168,0.0,28.57,0.0,3.01574428,9.54
2016-03-09 14:38:13,SH600016,0.0,1.495,0.0,25.0,1.32431927,9.06
2016-03-09 14:31:19,SH601169,0.0,1.4357,0.0,24.0,2.81934692,10.32
2016-03-09 14:14:04,SH600216,0.41875105,0.0,6.98,0.0,4.25499896,12.21
2016-03-09 13:58:05,SH600216,1.11468616,0.4188,18.6,7.0,3.8382956,12.27
2016-03-09 13:55:57,SZ002222,1.60781391,0.0,26.69,0.0,3.14417446,18.38
2016-03-09 13:20:35,SH600048,0.0,1.7464,0.0,29.0,1.54678962,9.85
2016-03-09 10:35:45,SZ300168,0.05540776,0.0,0.9,0.0,3.29317708,24.56
2016-03-09 10:20:45,SZ300315,1.03575925,0.5476,16.98,9.0,2.70142518,11.9
2016-03-09 10:14:35,SZ300315,1.44131648,1.0358,24.69,17.0,2.21591197,11.93
2016-03-08 14:59:53,SH601628,0.5151362,0.0,8.63,0.0,1.74730503,22.17
2016-03-08 13:23:11,SZ002222,1.36350903,1.613,23.17,27.0,0.02755309,18.56
2016-03-08 11:28:13,SZ002222,0.0,1.3635,0.0,23.0,0.25618723,18.28
2016-03-08 11:10:40,SZ300315,0.0,1.353,0.0,23.0,1.61969626,10.73
2016-03-07 09:31:14,SH601628,1.31757706,0.5364,22.18,9.0,2.97274314,22.68
2016-03-07 09:30:29,SH601328,2.21291377,1.1911,36.96,20.0,2.18692491,5.5
2016-03-04 14:47:36,SH600216,2.35446136,1.1918,39.3,20.0,1.17707651,13.14
2016-03-04 14:22:05,SH601628,0.0,1.3129,0.0,22.0,0.02687147,22.52
2016-03-04 13:00:30,SH601328,0.0,2.2009,0.0,37.0,1.33978454,5.5
2016-03-04 09:53:04,SH600216,3.68725323,2.3972,59.07,40.0,3.54069336,13.45
2016-03-03 13:54:44,SH600216,2.44079572,3.6873,40.44,60.0,2.39806233,14.01
2016-03-03 13:29:12,SH600216,0.0,2.4408,0.0,40.0,3.60017398,13.76
2016-03-03 10:26:33,SZ300168,1.85972248,0.061,30.7,1.0,6.0409697,27.4
2016-03-03 10:23:01,SZ300079,1.47973944,0.0,24.82,0.0,4.22859259,8.71
2016-03-02 13:41:55,SZ300168,0.05120823,1.7989,0.87,30.0,2.7176277,26.31
2016-03-01 13:57:09,SZ300079,0.0,1.426,0.0,24.0,4.46433912,8.22
2016-03-01 09:30:07,SH600158,1.13547539,0.0,18.53,0.0,5.8903014,15.24
2016-02-29 10:14:03,SH600158,2.03753833,1.1355,30.89,19.0,4.79019682,15.73
2016-02-26 14:10:41,SH600158,0.0,2.0375,0.0,33.0,4.07944652,17.36
2016-02-26 11:11:45,SH600651,1.19703216,0.0,17.47,0.0,6.11698485,15.07
2016-02-24 14:33:42,SH600651,0.0,1.197,0.0,19.0,5.03872575,16.73
2016-02-24 10:09:04,SZ300418,1.57956976,0.0,24.77,0.0,6.23575791,34.69
2016-02-23 13:54:13,SZ300168,0.06222645,0.0632,1.01,1.0,4.67552799,31.87
2016-02-22 14:28:34,SZ300188,0.0,1.9177,0.0,30.0,1.97224845,32.8
2016-02-22 11:18:22,SZ300098,1.78832982,0.0,28.93,0.0,3.88991193,15.26
2016-02-19 14:59:40,SH600798,1.92701186,0.0,32.45,0.0,2.04972898,7.1
2016-02-19 13:34:06,SZ300098,0.0,1.8064,0.0,29.06,0.00155769,14.98
2016-02-18 13:42:55,SH600798,0.0,2.329,0.0,38.0,1.37414548,6.59
2016-02-18 10:25:10,SZ002279,1.33421144,0.0,22.13,0.0,3.70317991,55.75
2016-02-16 14:14:15,SZ300418,0.0,2.2952,0.0,38.0,2.34707622,33.28
2016-02-16 13:53:40,SZ002279,0.0,1.3274,0.0,22.0,4.64231828,54.57
2016-02-16 11:04:59,SZ300315,2.42039876,0.0,40.75,0.0,5.96971879,11.6
2016-02-16 09:53:20,SZ002284,1.92755954,0.0,33.33,0.0,3.51117013,16.48
2016-02-15 13:21:53,SZ002284,1.15236548,1.9276,20.49,33.0,1.5132971,15.9
2016-02-15 10:19:13,SZ300315,0.0,2.3038,0.0,40.0,2.24408256,10.87
2016-02-15 09:41:26,SZ002284,0.0,1.1516,0.0,20.0,4.5479122,15.3
2016-02-05 10:51:39,SZ002284,2.4791465,0.0,42.94,0.0,5.69952499,14.64
2016-02-04 14:01:54,SZ002284,0.0,2.4791,0.0,43.0,3.22713365,14.68
2016-02-04 11:09:11,SZ002673,0.92159996,0.0,16.09,0.0,5.70628015,22.91
2016-02-03 14:47:57,SZ002673,2.04088641,0.9216,34.16,16.0,4.77860637,22.76
2016-02-02 13:09:50,SZ002673,0.0,2.0409,0.0,35.0,3.73279529,23.61
2016-02-02 11:07:25,SZ300168,0.98750603,0.0583,17.33,1.0,5.7736817,29.26
2016-02-02 10:52:18,SZ300168,1.96949266,0.9875,33.89,17.0,4.82135356,28.59
2016-02-02 10:51:58,SZ000810,1.37443859,0.0,23.82,0.0,3.84005556,11.54
2016-02-02 10:26:53,SZ300168,3.8985214,1.9729,72.74,34.0,2.40195426,28.65
2016-02-01 13:48:27,SZ000810,0.0,1.3684,0.0,25.0,0.15370195,11.41
2016-02-01 13:40:40,SZ300168,0.0,3.8573,0.0,71.0,1.52214386,26.18
2016-02-01 10:32:22,SZ300059,2.15812466,0.0,39.62,0.0,5.37941107,38.1
2016-02-01 09:31:03,SZ300113,1.91386837,0.0,35.0,0.0,3.22693595,68.5
2016-01-29 13:31:04,SZ300113,0.0,1.9139,0.0,35.0,1.32417857,68.9
2016-01-28 14:00:56,SZ300059,0.0,2.1039,0.0,39.0,3.23804694,37.24
2016-01-28 13:52:14,SZ002273,1.3002558,0.0,24.05,0.0,5.341936,29.94
2016-01-28 13:41:14,SZ300059,1.63402277,0.0,28.86,0.0,4.04428072,36.7
2016-01-27 14:25:54,SZ300033,0.0,1.1221,0.0,19.76,3e-08,62.3
2016-01-27 14:19:04,SZ002273,0.0,1.4082,0.0,25.0,1.12205542,32.49
2016-01-27 13:25:56,SZ300059,0.0,1.6294,0.0,29.0,2.53023245,38.39
2016-01-25 14:02:14,SZ300033,1.78601866,0.0,31.28,0.0,5.56420243,66.4
2016-01-25 13:11:54,SZ002673,1.01992409,0.0,18.21,0.0,3.80598687,25.29
2016-01-25 10:37:07,SZ300059,2.98073067,0.0,49.24,0.0,2.77752274,40.55
2016-01-19 13:26:40,SZ002673,0.0,1.1948,0.0,19.78,2e-07,29.38
2016-01-18 13:15:35,SZ300033,0.0,1.7296,0.0,29.0,1.19479166,65.32
2016-01-18 10:05:49,SZ300059,0.0,1.9084,0.0,32.0,3.99813323,43.55
2016-01-15 13:26:07,SH600030,3.04403112,0.0,49.0,0.0,5.9065099,15.59
2016-01-14 14:13:01,SH600030,0.0,3.044,0.0,50.0,2.984315,16.24
2016-01-13 11:00:44,SH600489,2.23204734,0.0609,36.62,1.0,6.02834612,9.32
2016-01-13 11:00:33,SZ300059,3.77562317,0.0,62.84,0.0,3.85958343,41.1
2016-01-12 09:38:16,SZ300059,0.0,3.7756,0.0,62.0,0.03180563,40.54
2016-01-11 14:26:05,SZ002296,0.06186729,0.0,0.97,0.0,3.8074288,20.85
2016-01-11 13:33:09,SH600489,0.0,2.5383,0.0,40.0,3.74553183,10.61
2016-01-11 13:16:08,SZ000897,3.7383935,0.0,60.72,0.0,6.28379788,6.04
2016-01-08 14:19:25,SZ000897,0.0,3.7384,0.0,60.0,2.43057318,5.86
2016-01-08 13:14:29,SZ002296,2.25683881,0.0623,37.71,1.0,6.16896668,20.99
2016-01-08 10:52:42,SH600500,0.06637316,0.0,1.0,0.0,3.88152497,10.8
2016-01-06 14:48:44,SZ000851,0.0,1.7441,0.0,26.0,0.05540858,13.8
2016-01-06 14:21:53,SZ002296,0.0,2.3755,0.0,36.0,1.7994719,21.22
2016-01-06 14:18:05,SZ300301,0.0,2.2836,0.0,35.0,4.17497387,11.09
2016-01-06 14:13:09,SH600500,0.06410596,0.0652,0.98,1.0,6.45862323,11.5
2016-01-06 13:56:21,SZ300301,4.05581967,0.0,66.91,0.0,4.48727836,11.0
2016-01-05 14:47:00,SZ300301,0.0,4.0558,0.0,66.0,0.12191472,10.22
2016-01-05 14:08:32,SZ000516,2.39800215,0.0,32.54,0.0,6.08274053,18.52
2015-12-31 14:50:05,SH600500,0.0,1.6964,0.0,25.0,2.69111652,12.92
2015-12-31 10:10:50,SH601318,1.71475321,0.0,25.06,0.0,4.38748926,35.73
2015-12-30 14:11:36,SH601318,0.0,1.7148,0.0,25.0,2.66744063,35.62
2015-12-30 10:30:38,SH600060,2.07008607,0.0,30.59,0.0,4.38219384,19.63
2015-12-29 14:36:30,SZ000928,0.06300747,0.0,0.93,0.0,2.2983072,18.04
2015-12-29 14:18:09,SH600060,1.65147704,2.0648,25.49,31.0,0.51066883,19.45
2015-12-29 13:57:06,SH600060,0.0,1.6515,0.0,25.0,0.87770764,18.92
2015-12-29 13:28:57,SZ000516,0.0,2.3645,0.0,36.0,2.52918468,21.9
2015-12-29 13:11:48,SH601318,0.99048821,0.0,15.04,0.0,4.89371629,35.84
2015-12-28 14:35:15,SZ002406,0.0,1.6528,0.0,25.0,3.90433231,12.2
2015-12-28 14:19:51,SH601318,0.0,0.9919,0.0,15.0,5.55709302,35.93
2015-12-28 11:07:02,SH600837,1.66168447,0.0,24.65,0.0,6.5489615,16.57
2015-12-25 13:56:20,SH600837,0.0,1.6617,0.0,25.0,4.9187595,16.89
2015-12-25 11:12:06,SZ000928,2.02348937,0.0665,30.56,1.0,6.58044397,19.01
2015-12-25 10:19:36,SH601318,2.16885599,0.0,32.73,0.0,4.61594506,37.02
2015-12-24 14:50:56,SH601318,3.87569931,2.1689,58.89,33.0,2.44298027,36.95
2015-12-24 14:18:24,SH601318,2.47618056,3.8757,38.0,59.0,0.74137439,37.0
2015-12-22 13:42:13,SZ000928,0.0,1.9701,0.0,30.0,2.12065188,18.44
2015-12-21 14:22:18,SH601318,2.10842317,2.5072,32.09,38.0,4.09072284,37.16
2015-12-21 14:16:43,SH601318,0.0,2.1084,0.0,32.0,4.48039932,37.0
2015-12-21 10:04:20,SZ002611,1.51865715,0.0,22.55,0.0,6.52194482,14.48
2015-12-18 14:56:59,SH600080,0.0,1.6563,0.0,25.0,3.45025444,14.54
2015-12-18 11:24:38,SZ002611,0.0,1.5248,0.0,23.0,5.0367572,14.86
2015-12-18 10:18:15,SZ002271,1.6560237,0.0,25.05,0.0,6.56157107,20.94
2015-12-17 14:37:47,SZ002271,0.0,1.656,0.0,25.0,4.90078868,20.88
2015-12-17 09:57:45,SZ002322,0.6616799,0.0,10.09,0.0,6.55681238,26.0
2015-12-16 14:42:10,SZ002322,0.0,0.6617,0.0,10.0,5.88844884,25.74
2015-12-16 09:53:29,SZ300077,0.59654246,0.0662,8.84,1.0,6.55012874,45.46
2015-12-15 13:14:46,SZ300077,1.27493561,0.5965,19.28,9.0,6.0317079,46.39
2015-12-15 10:36:04,SH601211,0.66128734,0.0,10.08,0.0,5.35000824,25.5
2015-12-15 10:22:22,SH601211,0.98417162,0.6613,14.75,10.0,4.68243788,25.26
2015-12-15 10:19:02,SZ002376,1.02144966,0.0,15.63,0.0,3.3963769,19.51
2015-12-15 10:10:46,SH601211,1.65613992,0.9884,25.05,15.0,2.36113104,25.59
2015-12-14 14:33:26,SH601390,0.0,0.976,0.0,15.0,1.69921575,11.16
2015-12-14 14:20:02,SZ002376,0.0,0.9673,0.0,15.0,2.62288892,18.23
2015-12-14 11:04:22,SZ300077,1.57431473,1.1476,24.69,18.0,3.59021501,41.65
2015-12-14 11:03:35,SH601211,2.20824765,1.5962,35.89,25.0,3.16391309,24.75
2015-12-11 13:22:22,SH601211,0.0,2.2082,0.0,35.0,2.46849823,23.85
2015-12-10 13:17:08,SZ300077,1.11510279,1.5758,17.82,25.0,4.67674588,41.7
2015-12-10 10:47:57,SZ000625,2.24759269,0.0,36.38,0.0,5.12938895,16.72
2015-12-09 13:00:13,SZ000625,0.0,2.2476,0.0,36.0,2.83933716,16.41
2015-12-08 13:57:12,SZ300077,1.58603085,1.1275,24.98,18.0,5.08692985,41.86
2015-12-07 14:35:35,SH600712,1.60339505,0.0,25.98,0.0,4.64969839,10.41
2015-12-04 14:59:10,SZ300077,0.92189175,1.5569,14.92,25.0,3.01649463,41.65
2015-12-04 14:20:13,SH600712,0.0,1.5391,0.0,25.0,3.64411473,9.81
2015-12-04 13:59:21,SZ300077,0.55420455,0.9237,8.99,15.0,5.18318571,41.4
2015-12-04 13:48:50,SZ300077,1.48261703,0.5542,23.78,9.0,5.5530591,41.43
2015-12-03 14:54:52,SZ300077,0.0,1.4826,0.0,24.0,4.64302471,41.95
2015-12-03 14:50:07,SH601666,1.79776473,0.0,29.16,0.0,6.12564174,4.87
2015-12-03 13:41:00,SZ300217,1.21949098,0.0,19.74,0.0,4.3241779,14.29
2015-12-03 10:16:09,SZ002176,0.91115164,0.0,14.99,0.0,3.10553971,14.99
2015-12-02 14:40:44,SH601666,0.0,1.7719,0.0,29.0,2.18269086,4.79
2015-12-02 13:53:08,SZ002176,0.0,0.921,0.0,15.0,3.95456186,14.96
2015-12-02 13:41:32,SZ300217,0.725155,1.1555,12.55,19.0,4.87556378,13.55
2015-12-02 10:54:42,SZ300217,0.0,0.7252,0.0,12.0,5.26762611,12.87
2015-12-01 10:36:52,SZ002089,0.72522793,0.0,11.98,0.0,5.99278111,17.81
2015-12-01 10:36:21,SZ002089,1.58846287,0.7252,25.21,12.0,5.26877274,17.84
2015-11-27 13:38:41,SZ002089,0.9208972,1.5885,14.61,26.0,4.47044273,18.6
2015-11-27 09:57:29,SZ002089,0.0,0.9209,0.0,15.0,5.16632155,19.19
2015-11-26 09:46:03,SZ000690,0.79900217,0.0,12.97,0.0,6.08721875,11.37
2015-11-26 09:39:06,SZ000690,1.80803292,0.799,31.34,13.0,5.29031922,11.4
2015-11-25 14:08:18,SZ000690,0.0,1.808,0.0,30.0,4.16300594,10.7
2015-11-25 10:51:12,SZ300077,1.49497161,0.0,25.58,0.0,5.97103886,42.59
2015-11-24 13:32:01,SZ300077,1.31236997,1.495,22.19,25.0,4.42937201,41.3
2015-11-24 13:19:58,SZ300077,0.89429051,1.3124,15.05,22.0,4.5975167,40.85
2015-11-24 13:19:37,SZ300077,0.0,0.8943,0.0,15.0,5.01230024,40.7
2015-11-20 14:54:10,SZ002256,0.8787069,0.0,15.25,0.0,5.90659075,27.89
2015-11-20 10:20:12,SZ300352,0.9309661,0.0,15.69,0.0,4.99723507,57.8
2015-11-20 10:14:35,SZ002474,0.92081748,0.0,15.21,0.0,4.06626897,20.48
2015-11-20 09:50:02,SZ000413,1.15968398,0.0,20.62,0.0,3.16135813,10.28
2015-11-19 13:59:03,SZ002474,0.0,0.87,0.0,15.0,1.93233222,19.69
2015-11-19 13:57:57,SZ000413,0.0,1.1597,0.0,20.0,2.80233683,9.7
2015-11-18 14:41:54,SZ002256,0.0,0.8631,0.0,15.0,3.96202081,26.47
2015-11-18 10:09:51,SZ300352,0.0,0.8617,0.0,15.0,4.82507727,53.5
2015-11-17 10:02:44,SZ300155,0.57456456,0.0,10.0,0.0,5.68678465,19.95
2015-11-17 09:54:46,SZ300155,1.14912354,0.5746,20.0,10.0,5.11250794,19.96
2015-11-17 09:54:34,SZ300155,1.4365946,1.1491,24.95,20.0,4.53794896,19.96
2015-11-17 09:42:43,SZ002181,0.75601849,0.0,13.16,0.0,4.25335109,14.7
2015-11-16 14:26:54,SZ300155,0.0,1.4359,0.0,25.0,3.49681795,19.99
2015-11-16 13:34:21,SZ002181,1.1437774,0.7452,20.19,13.0,4.93269425,14.48
2015-11-16 13:14:43,SZ002181,1.46897832,1.1438,26.93,20.0,4.52053988,14.31
2015-11-13 13:32:21,SZ002181,0.0,1.469,0.0,26.0,4.12431143,13.65
2015-11-13 10:30:54,SH600517,0.565068,0.0,9.98,0.0,5.59328975,14.67
2015-11-13 10:29:56,SH600517,0.79077769,0.5651,14.03,10.0,5.02937495,14.7
2015-11-13 10:28:30,SH600517,1.13376394,0.7908,19.75,14.0,4.80150761,14.66
2015-11-13 10:16:53,SZ001696,0.90701109,0.0,15.98,0.0,4.47678333,16.51
2015-11-13 10:12:36,SZ001696,1.71105412,0.907,29.25,16.0,3.57141737,16.54
2015-11-12 14:36:54,SH600517,0.0,1.4154,0.0,25.0,2.47842079,14.29
2015-11-12 14:30:55,SZ001696,0.0,1.693,0.0,30.0,3.89384371,16.89
2015-11-12 10:27:01,SZ002500,0.61075647,0.0,10.74,0.0,5.58685508,16.1
2015-11-12 10:23:56,SZ000988,1.47727684,0.0,26.28,0.0,4.1912957,18.67
2015-11-11 14:23:08,SH600030,0.0,0.9597,0.0,17.0,2.60578729,20.58
2015-11-11 13:19:24,SZ000988,0.0,1.459,0.0,26.0,3.56547549,18.35
2015-11-11 09:39:15,SZ002555,0.51593113,0.0,9.74,0.0,5.02446527,47.48
2015-11-11 09:34:20,SZ000831,0.836671,0.0,15.02,0.0,4.4776704,23.03
2015-11-11 09:34:06,SZ000831,1.27050199,0.8367,23.87,15.0,3.63990809,23.0
2015-11-10 14:41:40,SZ000831,0.0,1.2705,0.0,23.0,3.14530137,21.95
2015-11-10 13:31:05,SZ002555,1.05073164,0.4962,18.87,9.0,4.41580336,43.09
2015-11-10 13:21:46,SZ002555,1.61251802,1.0507,28.52,19.0,3.87169171,43.52
2015-11-09 14:30:23,SZ002555,0.0,1.6125,0.0,29.0,3.34541697,44.5
2015-11-09 13:32:38,SH601390,1.3457584,0.0,24.15,0.0,4.95793499,13.28
2015-11-09 13:26:39,SZ002500,2.04510469,0.6017,37.55,10.81,3.61722444,15.98
2015-11-09 11:22:08,SZ002500,1.57629541,2.0451,26.35,37.0,2.12938033,15.64
2015-11-09 10:35:43,SZ300219,1.10769909,0.0,19.52,0.0,2.71829717,33.36
2015-11-09 10:33:40,SZ000718,1.5445343,0.0,27.99,0.0,1.61357844,10.9
2015-11-06 14:05:40,SZ300219,0.0,1.1127,0.0,20.0,0.02682784,33.6
2015-11-06 13:50:54,SZ002500,0.0,1.4804,0.0,27.0,1.13949419,15.9
2015-11-06 10:29:22,SZ000718,0.05601727,1.5343,1.06,28.0,2.61988976,10.54
2015-11-05 13:18:55,SH601390,0.0,1.3841,0.0,25.0,4.0963494,13.71
2015-11-05 13:09:42,SH601211,,0.0,,0.0,5.48047151,25.18
2015-11-05 10:52:26,SZ000718,0.83086697,0.0554,14.95,1.0,5.48047151,10.08
2015-11-05 10:45:35,SZ000718,1.52336071,0.8309,27.07,15.0,4.70824685,10.12
2015-11-05 10:07:21,SH601211,1.17969676,0.0,21.21,0.0,4.039463,24.9
2015-11-05 10:07:08,SZ300004,0.05448876,0.0,0.99,0.0,2.85976624,26.52
2015-11-05 09:51:30,SZ002279,1.0979865,0.0,20.2,0.0,1.12109612,51.68
2015-11-04 14:52:30,SZ000718,0,1.5219,0,28.0,0.02353437,10.27
2015-11-04 14:41:50,SZ002325,,0.0,,0.0,1.54541321,18.24
2015-11-04 14:21:12,SZ300053,0,1.6213,0,30.0,1.54541321,39.95
2015-11-04 13:54:56,SH601211,0,1.0755,0,20.0,3.16672363,22.7
